Rank,Name,Position,Team,Final_Score,Edge_Score,Hidden_Score,Live_Injury_Status,Top_Factor_1
429,D.Carr,QB,NO,-2.8648951763698953,8.786491277036813,55.15789473684211,Healthy,Derek Carr: score driven by stable coaching context; also age cliff N/A for position
430,J.Graham,TE,NO,-2.8666743356123314,50.0,,Healthy,
431,Jayden Higgins,WR,HOU,-2.884473182171516,35.627992826658414,57.01512477255305,Healthy,Jayden Higgins: score driven by +5% script boost (12-win team); also third-down target share 11%
432,Luther Burden III,WR,CHI,-2.891012155765331,31.34790649908473,60.282571336710454,Healthy,Luther Burden III: score driven by YPRR 9.70 (p83 at WR); also +5% script boost (11-win team)
433,Brayden Willis,TE,SF,-2.9155015690308606,38.543123439616664,54.421027112606374,Healthy,Brayden Willis: score driven by YPRR 0.00 (p2 at TE); also clean neutral-script profile (inflation 0%)
434,Mike Gesicki,TE,CIN,-2.9365593227481215,39.60597197271722,54.220682093600324,Healthy,Mike Gesicki: score driven by third-down target share 7%; also YPRR 7.14 (p69 at TE)
435,Darnell Mooney,WR,ATL,-2.975323692182755,38.029807455291404,53.947254491991536,Questionable,Darnell Mooney: score driven by garbage-time inflation 31%; also YPRR 6.15 (p31 at WR)
436,Ty Johnson,RB,BUF,-2.9906341220216133,53.92664258077806,60.69508412199551,Questionable,"Ty Johnson: score driven by RB committee risk LOW (HHI 0.61); also age cliff AGE_CLIFF (age 28, -5%)"
437,Demarcus Robinson,WR,SF,-3.0070038412436215,48.95485902056137,57.55825789553292,Healthy,Demarcus Robinson: score driven by +5% script boost (12-win team); also YPRR 8.82 (p74 at WR)
438,Calvin Ridley,WR,TEN,-3.0157377103357996,21.640663608636167,48.0678710299429,Questionable,Calvin Ridley: score driven by garbage-time inflation 67%; also third-down target share 8%
439,Kendrick Bourne,WR,SF,-3.0168937270128264,47.99882288995419,58.73661252926455,Healthy,Kendrick Bourne: score driven by YPRR 10.02 (p84 at WR); also third-down target share 8%
440,Cam Ward,QB,TEN,-3.0355590500799003,47.62527677338294,49.82186234817814,Healthy,Cam Ward: score driven by garbage-time inflation 64%; also stable coaching context
441,Nick Kallerup,TE,SEA,-3.0364131516344433,37.28407893185921,38.759677419354844,Healthy,Nick Kallerup: score driven by garbage-time inflation 100%; also YPRR 0.00 (p2 at TE)
442,R.Gronkowski,TE,TB,-3.0366743356123314,50.0,,Healthy,
443,Noah Fant,TE,CIN,-3.048807493484068,36.994445031948125,51.786361435574655,Questionable,Noah Fant: score driven by third-down target share 4%; also stable coaching context
444,DeMario Douglas,WR,NE,-3.0554705503243245,45.11670035428254,55.0171723954066,Healthy,DeMario Douglas: score driven by YPRR 9.16 (p80 at WR); also +5% script boost (14-win team)
445,Elic Ayomanor,WR,TEN,-3.0606521262054445,34.597901072877164,49.89408513452544,Questionable,Elic Ayomanor: score driven by YPRR 5.79 (p26 at WR); also stable coaching context
446,Drake Dabney,TE,GB,-3.0705629140289585,35.00742810555818,36.30854838709678,Healthy,Drake Dabney: score driven by garbage-time inflation 100%; also YPRR 1.50 (p7 at TE)
447,Ray Davis,RB,BUF,-3.090939457565547,42.914274443346656,56.23625414301038,Healthy,"Ray Davis: score driven by age cliff none (age 26, 0%); also garbage-time inflation 81%"
448,Dawson Knox,TE,BUF,-3.100211110490352,51.90519327106236,63.603923889091966,Healthy,Dawson Knox: score driven by YPRR 8.26 (p81 at TE); also +5% script boost (12-win team)
449,Mason Taylor,TE,NYJ,-3.1128235653145673,26.190051353184284,48.238797444842454,Out,Mason Taylor: score driven by garbage-time inflation 68%; also stable coaching context
450,E.Elliott,RB,DAL,-3.1252586704112018,50.0,,Healthy,
451,Greg Dulcich,TE,MIA,-3.1258469594959344,27.965936117847036,51.395967741935486,Healthy,Greg Dulcich: score driven by YPRR 9.85 (p95 at TE); also third-down target share 6%
452,Darius Slayton,WR,NYG,-3.1341462246598493,33.24216602294296,57.28329836717807,Healthy,Darius Slayton: score driven by third-down target share 8%; also target share trend ASCENDING
453,Jaydon Blue,RB,DAL,-3.136430995429289,44.3989228925232,56.07704787291088,Healthy,"Jaydon Blue: score driven by age cliff none (age 22, 0%); also garbage-time inflation 54%"
454,Phil Mafah,RB,DAL,-3.139058063410693,50.487837777805375,53.62198208899012,Questionable,"Phil Mafah: score driven by age cliff none (age 23, 0%); also garbage-time inflation 71%"
455,Emanuel Wilson,RB,GB,-3.156539891139495,41.33326864184986,52.951234304973184,Questionable,"Emanuel Wilson: score driven by age cliff none (age 26, 0%); also third-down target share 3%"
456,Carter Runyon,TE,LV,-3.1590000637650406,23.11161812315272,37.012903225806454,Healthy,Carter Runyon: score driven by garbage-time inflation 100%; also YPRR 3.00 (p10 at TE)
457,G.Everett,TE,CHI,-3.181174335612331,50.0,,Healthy,
458,Josh Palmer,WR,BUF,-3.1823501078364913,52.854089830613205,54.20997727725366,Out,Josh Palmer: score driven by third-down target share 5%; also +5% script boost (12-win team)
459,Geno Smith,QB,LV,-3.184708570017996,50.445689723045774,52.845956354300384,Out,Geno Smith: score driven by stable coaching context; also garbage-time inflation 49%
460,Adam Thielen,WR,MIN,-3.1941123820788464,30.982937405857946,49.28488174846684,Healthy,Adam Thielen: score driven by third-down target share 7%; also YPRR 5.55 (p22 at WR)
461,T.Cohen,RB,CHI,-3.201758670411202,50.0,,Healthy,
462,Mack Hollins,WR,NE,-3.2217890912349096,50.085501143494234,62.05407155722928,Questionable,Mack Hollins: score driven by YPRR 9.05 (p78 at WR); also +5% script boost (14-win team)
463,Austin Ekeler,RB,WAS,-3.2286135495928097,25.13955263286252,42.33058907034921,Healthy,"Austin Ekeler: score driven by age cliff AVOID (age 30, -35%); also third-down target share 2%"
464,Bryce Young,QB,CAR,-3.235702123122108,53.073936797172145,52.46260387811635,Healthy,Bryce Young: score driven by stable coaching context; also garbage-time inflation 49%
465,Jawhar Jordan,RB,HOU,-3.255496573381368,27.9041260839767,55.977950484069304,Healthy,"Jawhar Jordan: score driven by age cliff none (age 26, 0%); also garbage-time inflation 74%"
466,Ryan Flournoy,WR,DAL,-3.2599396031819676,49.08301112627285,53.464110837210484,Healthy,Ryan Flournoy: score driven by YPRR 8.48 (p70 at WR); also stable coaching context
467,Marvin Mims Jr.,WR,DEN,-3.262354578870151,36.01240137612151,54.72523916354059,Healthy,Marvin Mims Jr.: score driven by +5% script boost (14-win team); also third-down target share 11%
468,Tua Tagovailoa,QB,MIA,-3.263658848929955,47.231608395471,46.36842105263158,Healthy,Tua Tagovailoa: score driven by garbage-time inflation 80%; also stable coaching context
469,T.Boyd,WR,TEN,-3.2718111971265493,50.0,,Healthy,
470,Rashod Bateman,WR,BAL,-3.2904044144901388,43.403590464323145,45.77319818621946,Questionable,Rashod Bateman: score driven by YPRR 5.74 (p25 at WR); also third-down target share 10%
471,Dylan Sampson,RB,CLE,-3.2908795997764066,22.02893740345732,56.658732882654455,Healthy,"Dylan Sampson: score driven by age cliff none (age 21, 0%); also third-down target share 3%"
472,Dontayvion Wicks,WR,GB,-3.3086925971257504,44.42327332246586,51.93182939982654,Out,Dontayvion Wicks: score driven by stable coaching context; also garbage-time inflation 32%
473,DJ Giddens,RB,IND,-3.3144793463813693,39.420158742119064,54.46970067815299,Healthy,"DJ Giddens: score driven by age cliff none (age 22, 0%); also RB committee risk LOW (HHI 0.76)"
474,Davis Allen,TE,LA,-3.319996237027728,54.430158983682084,53.29408265051355,Healthy,Davis Allen: score driven by third-down target share 1%; also +5% script boost (12-win team)
475,W.Fuller,WR,MIA,-3.33981119712655,50.0,,Healthy,
476,KaVontae Turpin,WR,DAL,-3.3398830759033684,46.98284495177018,54.41072366876261,Healthy,KaVontae Turpin: score driven by YPRR 10.42 (p87 at WR); also third-down target share 9%
477,Terrance Ferguson,TE,LA,-3.3437030976839615,53.921707604898785,57.18001334098224,Healthy,Terrance Ferguson: score driven by third-down target share 7%; also YPRR 8.06 (p78 at TE)
478,Jacardia Wright,RB,SEA,-3.3470958610559993,42.55626364594818,52.725509196280484,Healthy,"Jacardia Wright: score driven by garbage-time inflation 100%; also age cliff none (age 25, 0%)"
479,Tez Johnson,WR,TB,-3.3554983534306553,41.869767795738866,48.44128643299127,Healthy,Tez Johnson: score driven by third-down target share 7%; also stable coaching context
480,Jordan James,RB,SF,-3.3575478310075892,40.62545871307006,56.693679413512974,Healthy,"Jordan James: score driven by garbage-time inflation 100%; also age cliff none (age 21, 0%)"
481,Xavier Legette,WR,CAR,-3.3775697625874335,33.15031957668904,48.60073172620521,Healthy,Xavier Legette: score driven by YPRR 5.46 (p22 at WR); also stable coaching context
482,Scott Matlock,RB,LAC,-3.3815245841720074,27.013299310712043,62.08138206739006,Questionable,"Scott Matlock: score driven by age cliff none (age 25, 0%); also stable coaching context"
483,Andrei Iosivas,WR,CIN,-3.3862834695826027,40.63539494775665,52.64904602491532,Healthy,Andrei Iosivas: score driven by third-down target share 12%; also stable coaching context
484,Nick Chubb,RB,HOU,-3.3891426188812748,25.421234157639446,56.89308813368173,Questionable,Nick Chubb: score driven by +3% script boost (12-win team); also stable coaching context
485,Chimere Dike,WR,TEN,-3.399813791717051,29.091648170128735,49.93449349914124,Healthy,Chimere Dike: score driven by YPRR 5.72 (p25 at WR); also stable coaching context
486,Gunnar Helm,TE,TEN,-3.401674000241074,23.635351522169337,46.641184670007945,Out,Gunnar Helm: score driven by garbage-time inflation 73%; also third-down target share 6%
487,Corey Kiner,RB,ARI,-3.403925028174088,31.433204914875454,49.34341760827065,Healthy,"Corey Kiner: score driven by age cliff none (age 24, 0%); also RB committee risk HIGH (HHI 0.22)"
488,Jalen Nailor,WR,MIN,-3.4082450303010035,32.36338016345464,54.49628550074739,Healthy,Jalen Nailor: score driven by stable coaching context; also target share trend DESCENDING
489,Frank Gore Jr.,RB,BUF,-3.4086936308539073,41.60050052919682,69.83380925185608,Healthy,"Frank Gore Jr.: score driven by age cliff none (age 23, 0%); also RB committee risk LOW (HHI 0.61)"
490,Calvin Austin III,WR,PIT,-3.4177679460992847,42.19434629782626,54.39247775830601,Healthy,Calvin Austin III: score driven by +5% script boost (10-win team); also garbage-time inflation 30%
491,Tahj Brooks,RB,CIN,-3.4211688940496883,35.80349076965042,58.00131530547412,Healthy,"Tahj Brooks: score driven by age cliff none (age 23, 0%); also RB committee risk LOW (HHI 0.55)"
492,Nate Carter,RB,ATL,-3.431867908724289,31.217885149803656,54.25904677846425,Healthy,"Nate Carter: score driven by garbage-time inflation 100%; also age cliff none (age 23, 0%)"
493,Josh Williams,RB,TB,-3.4439232275149045,37.649803039662096,49.8718884590116,Healthy,"Josh Williams: score driven by garbage-time inflation 100%; also age cliff none (age 25, 0%)"
494,DeAndre Hopkins,WR,BAL,-3.4506278885469435,41.7860545573734,59.873563545888274,Healthy,DeAndre Hopkins: score driven by target share trend ASCENDING; also YPRR 8.46 (p69 at WR)
495,British Brooks,RB,HOU,-3.463862361103601,24.309921599097667,64.70339050331265,Healthy,"British Brooks: score driven by age cliff none (age 26, 0%); also clean neutral-script profile (inflation 6%)"
496,Jacob Saylors,RB,DET,-3.467456232706218,38.34675734800577,54.43577204742253,Healthy,"Jacob Saylors: score driven by garbage-time inflation 100%; also age cliff none (age 25, 0%)"
497,Jack Westover,RB,NE,-3.483052123462409,35.04071569645067,57.13262502289796,Questionable,"Jack Westover: score driven by age cliff none (age 26, 0%); also garbage-time inflation 67%"
498,Jackson Hawes,TE,BUF,-3.4899681000698295,53.10791749940775,53.396255819815195,Healthy,Jackson Hawes: score driven by YPRR 9.84 (p94 at TE); also third-down target share 2%
499,Greg Dortch,WR,ARI,-3.4930106872508055,36.14384113019754,49.61602445297382,Out,Greg Dortch: score driven by third-down target share 8%; also target share trend ASCENDING
500,A.Brown,WR,TB,-3.50131119712655,50.0,,Healthy,
501,J.J. McCarthy,QB,MIN,-3.501796467865992,52.91705620052636,54.09672830725462,Healthy,J.J. McCarthy: score driven by stable coaching context; also garbage-time inflation 43%
502,Michael Mayer,TE,LV,-3.5022913569842387,26.03569686829957,55.60126121756003,Healthy,Michael Mayer: score driven by third-down target share 10%; also garbage-time inflation 34%
503,Tank Bigsby,RB,JAX,-3.504952770521043,26.976085077552963,52.7498931826504,Healthy,"Tank Bigsby: score driven by garbage-time inflation 100%; also age cliff none (age 23, 0%)"
504,Josh Oliver,TE,MIN,-3.511185921045178,25.642321187015646,58.40979518689196,Healthy,Josh Oliver: score driven by third-down target share 1%; also YPRR 8.00 (p77 at TE)
505,Anthony Gould,WR,IND,-3.522329487149574,33.88960523699884,48.88100964805001,Out,Anthony Gould: score driven by YPRR 3.00 (p5 at WR); also third-down target share 1%
506,Matthew Golden,WR,GB,-3.532493559215614,41.594216831126275,52.45987001768918,Healthy,Matthew Golden: score driven by YPRR 9.08 (p78 at WR); also third-down target share 9%
507,Austin Hooper,TE,NE,-3.5361790522849326,41.63613946847634,57.35462968086219,Healthy,Austin Hooper: score driven by third-down target share 2%; also YPRR 8.70 (p86 at TE)
508,J.Akins,TE,CLE,-3.538174335612331,35.29431794256529,53.7,Healthy,Jordan Akins: score driven by +5% script boost (13-win team); also no third-down target role
509,Isaiah Davis,RB,NYJ,-3.5393500549509485,23.33489958731547,58.286314404390374,Out,"Isaiah Davis: score driven by age cliff none (age 24, 0%); also RB committee risk LOW (HHI 0.55)"
510,Gunner Olszewski,WR,NYG,-3.5432924867421454,25.49018995586603,57.221791635577006,Healthy,Gunner Olszewski: score driven by YPRR 11.15 (p91 at WR); also third-down target share 3%
511,Devontez Walker,WR,BAL,-3.547689154670455,37.03304636108359,57.069239050986745,Healthy,Devontez Walker: score driven by YPRR 17.00 (p98 at WR); also no third-down target role
512,Dylan Laube,RB,LV,-3.550541637654116,20.4082771091047,52.985221217208945,Healthy,"Dylan Laube: score driven by garbage-time inflation 82%; also age cliff none (age 26, 0%)"
513,Isaac TeSlaa,WR,DET,-3.5588535110904163,40.731741767067646,51.99547979236138,Questionable,Isaac TeSlaa: score driven by third-down target share 4%; also YPRR 8.85 (p75 at WR)
514,Tyquan Thornton,WR,KC,-3.5689678336883546,47.45256044724188,55.0454231343567,Healthy,Tyquan Thornton: score driven by YPRR 11.84 (p93 at WR); also third-down target share 10%
515,B.Jordan,TE,HOU,-3.572174335612331,31.524030330211502,53.1,Healthy,Brevin Jordan: score driven by +5% script boost (12-win team); also no third-down target role
516,M.Thomas,WR,NO,-3.58631119712655,50.0,,Healthy,
517,Jalen McMillan,WR,TB,-3.5875234987551377,30.78512849387677,58.58663424470767,Questionable,Jalen McMillan: score driven by YPRR 11.87 (p93 at WR); also third-down target share 4%
518,Samaje Perine,RB,CIN,-3.5882525875868616,39.55782085197361,53.87064517378964,Healthy,Samaje Perine: score driven by RB committee risk LOW (HHI 0.55); also third-down target share 7%
519,Emari Demercado,RB,ARI,-3.5899276051991684,31.615032396631545,46.02825329388646,Questionable,"Emari Demercado: score driven by age cliff none (age 27, 0%); also RB committee risk HIGH (HHI 0.22)"
520,B.Melton,WR,GB,-3.6033111971265495,50.0,,Healthy,
521,Malik Washington,WR,MIA,-3.608053776629089,36.55102461391998,47.296738332213565,Healthy,Malik Washington: score driven by YPRR 4.88 (p16 at WR); also stable coaching context
522,D.Parham,TE,LAC,-3.6146743356123316,37.91075681675435,52.82,Healthy,Donald Parham: score driven by +5% script boost (10-win team); also no third-down target role
523,Luke Musgrave,TE,GB,-3.6185132188640345,35.888458662658664,57.371606478614325,Healthy,Luke Musgrave: score driven by third-down target share 4%; also YPRR 7.91 (p76 at TE)
524,Jared Wiley,TE,KC,-3.6197324417949024,33.09612625449523,52.305521259020956,Healthy,Jared Wiley: score driven by clean neutral-script profile (inflation 0%); also YPRR 4.00 (p17 at TE)
525,Tommy Tremble,TE,CAR,-3.619973972213391,26.299192361347068,53.06569029980159,Healthy,Tommy Tremble: score driven by third-down target share 6%; also stable coaching context
526,Brashard Smith,RB,KC,-3.625017787765387,42.64094215851287,55.40837378432138,Healthy,"Brashard Smith: score driven by age cliff none (age 22, 0%); also third-down target share 6%"
527,Feleipe Franks,TE,ATL,-3.6631908372411615,26.79889989141133,56.0,Healthy,Feleipe Franks: score driven by clean neutral-script profile (inflation 0%); also no third-down target role
528,Noah Gray,TE,KC,-3.6642409332393022,39.26598268679625,48.1444209470583,Healthy,Noah Gray: score driven by third-down target share 8%; also YPRR 4.68 (p25 at TE)
529,T.Sermon,RB,IND,-3.6692586704112014,37.00846967243194,59.75728155339805,Healthy,"Trey Sermon: score driven by age cliff none (age 27, 0%); also stable coaching context"
530,Aaron Rodgers,QB,PIT,-3.676195402508311,48.93073049210162,54.20414673046252,Healthy,Aaron Rodgers: score driven by stable coaching context; also garbage-time inflation 45%
531,Darnell Washington,TE,PIT,-3.6821107128375647,38.41776883290993,59.63506353861193,Questionable,Darnell Washington: score driven by third-down target share 5%; also YPRR 8.27 (p81 at TE)
532,Zavier Scott,RB,MIN,-3.6851630556582835,25.491277669656384,52.74148691950834,Questionable,"Zavier Scott: score driven by age cliff none (age 26, 0%); also garbage-time inflation 62%"
533,Daniel Bellinger,TE,NYG,-3.7198615164531565,27.08335836542549,59.51265786193484,Healthy,Daniel Bellinger: score driven by YPRR 11.00 (p98 at TE); also third-down target share 3%
534,A.Perry,WR,NO,-3.7223111971265492,36.1860770015122,53.1,Healthy,A.T. Perry: score driven by +5% script boost (14-win team); also no third-down target role
535,Cedric Tillman,WR,CLE,-3.7241635304009924,23.000430231512695,48.958808948898636,Questionable,Cedric Tillman: score driven by third-down target share 10%; also stable coaching context
536,Olamide Zaccheaus,WR,CHI,-3.7285450253128705,31.492583293821447,51.41032404451281,Healthy,Olamide Zaccheaus: score driven by YPRR 4.71 (p15 at WR); also +5% script boost (11-win team)
537,N.Vannett,TE,TEN,-3.7336743356123314,56.439193978021486,53.7,Healthy,Nick Vannett: score driven by +5% script boost (12-win team); also no third-down target role
538,Ollie Gordon II,RB,MIA,-3.7411864189352686,37.10228503440463,52.866927365113035,Healthy,"Ollie Gordon II: score driven by age cliff none (age 22, 0%); also third-down target share 1%"
539,Devin Neal,RB,NO,-3.7500458551204545,27.91799622906453,50.57826174631982,Healthy,"Devin Neal: score driven by age cliff none (age 22, 0%); also RB committee risk HIGH (HHI 0.28)"
540,Pat Bryant,WR,DEN,-3.753879594445433,33.12057387728727,54.78376566082184,Healthy,Pat Bryant: score driven by third-down target share 7%; also +5% script boost (14-win team)
541,Brandin Cooks,WR,BUF,-3.7561841488356587,26.988356184216357,51.53365141008521,Out,Brandin Cooks: score driven by third-down target share 4%; also garbage-time inflation 23%
542,Tanner Hudson,TE,CIN,-3.765174279232434,34.401801976022256,48.424565756823824,Healthy,Tanner Hudson: score driven by garbage-time inflation 67%; also third-down target share 6%
543,Brittain Brown,RB,CHI,-3.768406230230168,32.12108791628517,59.732796329883705,Healthy,"Brittain Brown: score driven by age cliff AGE_CLIFF (age 28, -5%); also stable coaching context"
544,Ameer Abdullah,RB,IND,-3.778497673986008,41.316515757998424,49.72494700696097,Healthy,"Ameer Abdullah: score driven by RB committee risk LOW (HHI 0.76); also age cliff AVOID (age 32, -35%)"
545,Efton Chism III,WR,NE,-3.782881282714783,45.764665118679154,55.304597117635446,Healthy,Efton Chism III: score driven by YPRR 23.75 (p100 at WR); also garbage-time inflation 75%
546,Jerome Ford,RB,CLE,-3.798275433058257,20.155702535903096,52.51840025791458,Questionable,"Jerome Ford: score driven by age cliff none (age 26, 0%); also garbage-time inflation 64%"
547,Blake Whiteheart,TE,CLE,-3.8189577073078946,14.714441886962447,40.71827518104016,Healthy,Blake Whiteheart: score driven by YPRR 0.67 (p4 at TE); also third-down target share 1%
548,Elijah Higgins,TE,ARI,-3.8232075266280985,34.872234082019396,50.066284749530816,Questionable,Elijah Higgins: score driven by third-down target share 6%; also YPRR 8.14 (p80 at TE)
549,Trayveon Williams,RB,CLE,-3.833112743955687,25.990989851199675,52.99399117224642,Healthy,"Trayveon Williams: score driven by age cliff AGE_CLIFF (age 28, -5%); also garbage-time inflation 60%"
550,Keleki Latu,TE,BUF,-3.863324051936221,49.37426315718974,51.01834274173733,Healthy,Keleki Latu: score driven by garbage-time inflation 75%; also third-down target share 1%
551,Audric Estimé,RB,NO,-3.870384115523998,22.07346236804063,51.12740734015637,Healthy,"Audric Estimé: score driven by age cliff none (age 22, 0%); also RB committee risk HIGH (HHI 0.28)"
552,Jahdae Walker,WR,CHI,-3.87681355672792,31.720097642775563,52.53492671622476,Healthy,Jahdae Walker: score driven by third-down target share 1%; also +5% script boost (11-win team)
553,Theo Wease Jr.,WR,MIA,-3.8771571529851903,32.17734312113053,45.11335682254965,Healthy,Theo Wease Jr.: score driven by garbage-time inflation 100%; also YPRR 13.90 (p97 at WR)
554,Hunter Luepke,RB,DAL,-3.8830313565779893,40.41896899978699,54.51499266832009,Questionable,"Hunter Luepke: score driven by age cliff none (age 26, 0%); also third-down target share 6%"
555,Jordan Whittington,WR,LA,-3.8907040071272325,48.29591495960998,51.745303222016055,Healthy,Jordan Whittington: score driven by third-down target share 2%; also +5% script boost (12-win team)
556,Tyler Lockett,WR,LV,-3.903271691436176,23.030911015199866,48.71026051676276,Healthy,Tyler Lockett: score driven by YPRR 5.20 (p20 at WR); also stable coaching context
557,Jaleel McLaughlin,RB,DEN,-3.9141641207752196,26.14907133093583,57.91584242177817,Healthy,"Jaleel McLaughlin: score driven by age cliff none (age 25, 0%); also third-down target share 1%"
558,J.Williams,RB,NO,-3.9157586704112024,50.0,,Healthy,
559,Ja'Tavion Sanders,TE,CAR,-3.917282270136007,25.863777172927183,43.4268689472965,Healthy,Ja'Tavion Sanders: score driven by third-down target share 8%; also garbage-time inflation 62%
560,Adam Trautman,TE,DEN,-3.919151505620055,33.5254907400906,56.657002346859706,Healthy,Adam Trautman: score driven by third-down target share 2%; also +5% script boost (14-win team)
561,Devaughn Vele,WR,NO,-3.9212945258340763,25.363633501660193,49.94042489218769,Healthy,Devaughn Vele: score driven by third-down target share 8%; also target share trend ASCENDING
562,Jeremy McNichols,RB,WAS,-3.921405944201579,32.087468022565474,51.21927637645579,Healthy,Jeremy McNichols: score driven by stable coaching context; also third-down target share 10%
563,Jordan Watkins,WR,SF,-3.926003282112445,47.7426361644091,50.43504271703539,Healthy,Jordan Watkins: score driven by third-down target share 1%; also garbage-time inflation 67%
564,S.McCormick,RB,LV,-3.932758670411202,26.645145082766962,57.922330097087375,Healthy,"Sincere McCormick: score driven by age cliff none (age 25, 0%); also stable coaching context"
565,JuJu Smith-Schuster,WR,KC,-3.941412540917246,42.12978702593098,54.661131278099525,Healthy,JuJu Smith-Schuster: score driven by third-down target share 9%; also stable coaching context
566,N.Agholor,WR,BAL,-3.9433111971265493,50.0,,Healthy,
567,Terrell Jennings,RB,NE,-3.9527114531091394,36.43457756173969,58.80339805825243,Out,"Terrell Jennings: score driven by age cliff none (age 25, 0%); also +3% script boost (14-win team)"
568,Sterling Shepard,WR,TB,-3.9735811386576305,39.63765793018016,52.17922156613246,Healthy,Sterling Shepard: score driven by stable coaching context; also YPRR 6.87 (p38 at WR)
569,D.Turner,WR,LV,-3.97731119712655,25.801038035625364,50.2,Healthy,DJ Turner: score driven by no third-down target role; also stable coaching context
570,Michael Bandy,WR,DEN,-3.9831628267605215,37.05811092929093,56.16767379687659,Healthy,Michael Bandy: score driven by YPRR 12.50 (p95 at WR); also third-down target share 2%
571,Dareke Young,WR,SEA,-3.989111907779579,35.45589238108145,53.74038292447024,Healthy,Dareke Young: score driven by YPRR 16.00 (p98 at WR); also third-down target share 1%
572,K.Osborn,WR,NE,-4.01131119712655,31.52811751930745,50.2,Healthy,K.J. Osborn: score driven by no third-down target role; also stable coaching context
573,B.Johnson,WR,PIT,-4.0198111971265496,36.1860770015122,53.1,Healthy,Brandon Johnson: score driven by +5% script boost (14-win team); also no third-down target role
574,KeAndre Lambert-Smith,WR,LAC,-4.023229238750035,30.115104487860243,43.5292560321378,Out,KeAndre Lambert-Smith: score driven by third-down target share 3%; also YPRR 4.25 (p10 at WR)
575,Mitchell Evans,TE,CAR,-4.033846381919206,25.13298571246784,50.89465577401191,Healthy,Mitchell Evans: score driven by third-down target share 1%; also stable coaching context
576,Brenden Bates,TE,CLE,-4.038390864974273,22.753761908428526,57.338865406006676,Healthy,Brenden Bates: score driven by third-down target share 1%; also YPRR 9.60 (p93 at TE)
577,Colson Yankoff,TE,WAS,-4.0417709938906565,30.621226184843856,56.19246095460517,Healthy,Colson Yankoff: score driven by clean neutral-script profile (inflation 0%); also no third-down target role
578,Luke Schoonmaker,TE,DAL,-4.0419373760640225,42.341146410450015,49.230374918756205,Healthy,Luke Schoonmaker: score driven by no third-down target role; also stable coaching context
579,Anthony Firkser,TE,DET,-4.0464107657784965,29.38676690949739,51.10066738857859,Healthy,Anthony Firkser: score driven by no third-down target role; also stable coaching context
580,Reggie Gilliam,RB,BUF,-4.0529897067542615,38.81770997465366,56.5598871761364,Healthy,Reggie Gilliam: score driven by garbage-time inflation 80%; also RB committee risk LOW (HHI 0.61)
581,Xavier Smith,WR,LA,-4.063922013109571,51.49130549554202,57.74355720457081,Healthy,Xavier Smith: score driven by YPRR 12.62 (p96 at WR); also third-down target share 3%
582,Ronnie Rivers,RB,LA,-4.066795565200588,37.62916557993489,55.59871295697925,Healthy,"Ronnie Rivers: score driven by garbage-time inflation 80%; also age cliff none (age 27, 0%)"
583,Shedrick Jackson,WR,LV,-4.0734457918830245,25.043755672386855,49.42292783528328,Healthy,Shedrick Jackson: score driven by third-down target share 2%; also YPRR 11.20 (p91 at WR)
584,Kyle Juszczyk,RB,SF,-4.075651256611098,41.14296671825296,52.989093035676646,Healthy,"Kyle Juszczyk: score driven by RB committee risk LOW (HHI 0.63); also age cliff AVOID (age 34, -35%)"
585,Albert Okwuegbunam,TE,LV,-4.075962565568882,22.190257816271654,38.14653165170992,Healthy,Albert Okwuegbunam: score driven by garbage-time inflation 100%; also third-down target share 1%
586,Kalif Raymond,WR,DET,-4.076988260231491,32.8270909415938,50.35525192822507,Questionable,Kalif Raymond: score driven by third-down target share 4%; also garbage-time inflation 69%
587,M.Williams,WR,NYJ,-4.087811197126549,29.635609543583207,53.03,Healthy,Mike Williams: score driven by +5% script boost (11-win team); also no third-down target role
588,Jakobie Keeney-James,WR,GB,-4.088088974971208,38.05685079743805,38.78204373040224,Healthy,Jakobie Keeney-James: score driven by garbage-time inflation 100%; also third-down target share 1%
589,Moliki Matavao,TE,NO,-4.092000723367202,24.89538026852989,53.12503089852923,Healthy,Moliki Matavao: score driven by clean neutral-script profile (inflation 0%); also YPRR 5.00 (p29 at TE)
590,Jacoby Jones,WR,WAS,-4.092888453573077,33.75442618484386,59.801367302773954,Healthy,Jacoby Jones: score driven by YPRR 25.00 (p100 at WR); also third-down target share 1%
591,Jalen Royals,WR,KC,-4.095233946121929,38.62727710339159,47.28150293786204,Healthy,Jalen Royals: score driven by YPRR 1.33 (p3 at WR); also third-down target share 1%
592,James Mitchell,TE,CAR,-4.102193520243018,23.93882899119105,50.979859540530896,Healthy,James Mitchell: score driven by no third-down target role; also stable coaching context
593,Tahj Washington,WR,MIA,-4.104166806292399,31.029667969615375,44.372117232543246,Healthy,Tahj Washington: score driven by garbage-time inflation 80%; also third-down target share 1%
594,Zaire Mitchell-Paden,TE,BAL,-4.105589883198992,23.008307160364005,38.96774193548387,Healthy,Zaire Mitchell-Paden: score driven by garbage-time inflation 100%; also no third-down target role
595,Charlie Kolar,TE,BAL,-4.106592454070251,36.221510571602344,56.19549068476879,Healthy,Charlie Kolar: score driven by third-down target share 2%; also YPRR 9.47 (p92 at TE)
596,Clyde Edwards-Helaire,RB,KC,-4.113701586088266,34.113613461318835,61.58836652448119,Healthy,"Clyde Edwards-Helaire: score driven by age cliff none (age 26, 0%); also clean neutral-script profile (inflation 11%)"
